source,target,mirtarbase,correlation,qvalue
hsa-miR-25-3p,ZNF597,,-0.42,0.016
hsa-miR-191-5p,IFFO2,,-0.42,0.016
hsa-miR-27a-3p,DPY19L3,MIRT028725,-0.419,0.017
hsa-miR-24-3p,KMT5C,,-0.418,0.017
hsa-miR-106b-5p,BNC2,,-0.417,0.018
hsa-let-7c-5p,EIF2S2,,-0.417,0.018
hsa-miR-30b-5p,ABCB7,,-0.417,0.018
hsa-miR-452-5p,ZKSCAN1,,-0.416,0.018
hsa-miR-106b-5p,ZFPM2,,-0.415,0.018
hsa-miR-222-3p,ERBB3,,-0.415,0.018
hsa-miR-106b-5p,TACC1,,-0.414,0.018
hsa-miR-106b-5p,ZNF597,MIRT439194,-0.412,0.02
hsa-miR-15b-5p,CERT1,,-0.412,0.02
hsa-miR-221-3p,MIDN,MIRT024200,-0.412,0.02
hsa-miR-106a-5p,ZNF25,,-0.412,0.02
hsa-miR-93-5p,CREBRF,MIRT028082,-0.411,0.02
hsa-miR-182-5p,ASTN1,,-0.41,0.02
hsa-miR-135b-5p,C6orf120,,-0.41,0.021
hsa-miR-96-5p,STK17B,MIRT622020,-0.408,0.022
hsa-miR-93-5p,ESR1,,-0.408,0.022
hsa-miR-221-3p,SBK1,,-0.407,0.022
hsa-miR-182-5p,CYRIB,,-0.406,0.023
hsa-miR-429,KCND3,,-0.406,0.023
hsa-miR-17-5p,ARHGEF3,,-0.406,0.023
hsa-miR-106b-5p,RORB,,-0.405,0.023
hsa-miR-19b-3p,ZBTB4,MIRT031203,-0.405,0.023
hsa-miR-17-5p,FYCO1,MIRT727628,-0.405,0.023
hsa-miR-196a-5p,DIAPH2,,-0.404,0.023
hsa-miR-200b-3p,FLI1,,-0.404,0.023
hsa-miR-96-5p,TNS3,,-0.404,0.024
hsa-miR-106b-5p,TNS1,,-0.403,0.024
hsa-miR-200c-3p,BNC2,,-0.403,0.024
hsa-miR-205-5p,MYLK4,,-0.402,0.024
hsa-miR-200a-3p,TRHDE,,-0.402,0.024
hsa-miR-15b-5p,FOSL2,,-0.402,0.024
hsa-miR-93-5p,CCND2,,-0.402,0.024
hsa-miR-182-5p,ANTXR2,,-0.402,0.024
hsa-miR-497-5p,EIF3M,,-0.401,0.024
hsa-miR-106b-5p,KIAA0513,MIRT075778,-0.401,0.024
hsa-miR-200b-3p,PLCXD3,,-0.401,0.024
hsa-miR-20a-5p,NTN4,MIRT732671,-0.4,0.024
hsa-miR-33b-5p,TARDBP,,-0.4,0.024
hsa-miR-200c-3p,ZEB1,MIRT002286,-0.4,0.024
hsa-miR-93-5p,STK17B,MIRT726426,-0.4,0.024
hsa-miR-96-5p,PAX5,,-0.4,0.024
hsa-miR-25-3p,JADE2,,-0.4,0.024
hsa-miR-224-5p,MARCHF9,,-0.4,0.024
hsa-miR-93-5p,PURA,MIRT007003,-0.399,0.024
hsa-miR-200c-3p,PRDM16,,-0.399,0.024
hsa-miR-96-5p,CAMK4,,-0.399,0.024
hsa-miR-96-5p,DAB2,,-0.398,0.024
hsa-miR-141-3p,ANKRD44,,-0.398,0.024
hsa-miR-106b-5p,RPS6KA2,,-0.398,0.024
hsa-miR-96-5p,ANTXR2,,-0.398,0.024
hsa-miR-200c-3p,ARHGEF3,,-0.396,0.025
hsa-miR-30d-5p,RNF122,MIRT726732,-0.396,0.025
hsa-miR-200b-3p,ITM2B,,-0.395,0.026
hsa-miR-96-5p,PPM1F,,-0.395,0.026
hsa-miR-196a-5p,CELF2,,-0.394,0.026
hsa-let-7e-5p,P2RX1,,-0.394,0.026
hsa-miR-148a-3p,SMARCD1,,-0.394,0.026
hsa-miR-148a-3p,RXRA,,-0.394,0.026
hsa-miR-106b-5p,TLR4,,-0.394,0.026
hsa-miR-19a-3p,DIPK1A,,-0.393,0.026
hsa-miR-497-5p,HMGA1,,-0.393,0.027
hsa-miR-125b-5p,RAB3IP,,-0.393,0.027
hsa-miR-106a-5p,RND3,MIRT734169,-0.393,0.027
hsa-miR-200a-3p,ST3GAL5,,-0.393,0.027
hsa-miR-93-5p,NTN4,,-0.392,0.027
hsa-miR-200b-3p,ZNF423,,-0.392,0.027
hsa-miR-106b-5p,SCN2B,,-0.392,0.027
hsa-miR-20a-5p,ESR1,,-0.392,0.027
hsa-miR-96-5p,C1orf198,,-0.391,0.027
hsa-miR-106b-5p,TADA2B,MIRT439490,-0.39,0.028
hsa-miR-93-5p,RGS4,,-0.39,0.028
hsa-miR-17-5p,AGFG2,MIRT169662,-0.39,0.028
hsa-miR-182-5p,PCNX1,,-0.39,0.028
hsa-miR-26b-5p,BFAR,,-0.389,0.028
hsa-miR-96-5p,CCDC50,,-0.389,0.028
hsa-let-7c-5p,IGF1R,MIRT053087,-0.388,0.028
hsa-miR-106a-5p,AFF1,,-0.388,0.028
hsa-miR-182-5p,PDGFRA,,-0.388,0.028
hsa-miR-200b-3p,FSTL1,,-0.388,0.028
hsa-miR-106b-5p,LASP1,MIRT145601,-0.388,0.028
hsa-miR-200b-3p,RUNX1T1,,-0.388,0.028
hsa-miR-182-5p,PLEKHM1,,-0.388,0.028
hsa-miR-106b-5p,NCEH1,,-0.388,0.028
hsa-miR-335-5p,GAN,,-0.387,0.029
hsa-miR-15b-5p,FGF1,,-0.387,0.029
hsa-miR-20a-5p,FYCO1,MIRT440601,-0.386,0.029
hsa-miR-25-3p,ELFN2,,-0.386,0.029
hsa-miR-148a-3p,KLHL18,,-0.386,0.03
hsa-miR-25-3p,RORA,,-0.386,0.03
hsa-miR-194-5p,MAP2,,-0.386,0.03
hsa-miR-429,TCF4,,-0.385,0.03
hsa-miR-96-5p,MORF4L1,MIRT541183,-0.385,0.03
hsa-miR-93-5p,LAMP5,,-0.385,0.03
hsa-miR-96-5p,FOXO1,MIRT001087,-0.384,0.03
hsa-miR-106a-5p,NHLRC3,,-0.384,0.03
hsa-miR-106b-5p,PRRX1,MIRT732202,-0.384,0.03
hsa-miR-200c-3p,FSTL1,,-0.384,0.03
hsa-miR-135b-5p,ABAT,,-0.383,0.031
hsa-miR-93-5p,SMIM14,,-0.383,0.031
hsa-miR-148a-3p,SUGT1,,-0.383,0.031
hsa-miR-429,ITM2B,,-0.383,0.031
hsa-miR-200b-3p,BNC2,,-0.382,0.031
hsa-miR-20a-5p,AGFG2,MIRT169663,-0.382,0.031
hsa-miR-106b-5p,CXCL14,,-0.382,0.031
hsa-miR-29b-3p,RHOBTB1,,-0.382,0.031
hsa-miR-96-5p,CELF2,,-0.382,0.031
hsa-miR-30b-5p,SFXN1,MIRT096081,-0.382,0.031
hsa-miR-130b-3p,ESR1,MIRT502518,-0.382,0.031
hsa-miR-106b-5p,PLEKHO2,MIRT140642,-0.381,0.031
hsa-miR-106a-5p,EFCAB14,MIRT562427,-0.381,0.031
hsa-miR-30b-5p,RAP2B,,-0.38,0.032
hsa-miR-33a-5p,RORB,,-0.379,0.033
hsa-miR-106b-5p,DAZAP2,,-0.379,0.033
hsa-miR-146a-5p,KCTD15,MIRT081894,-0.379,0.034
hsa-miR-23a-3p,PKIA,,-0.379,0.034
hsa-miR-96-5p,ARHGAP24,,-0.378,0.034
hsa-let-7d-5p,ITSN1,,-0.378,0.034
hsa-miR-200b-3p,ZEB1,MIRT002483,-0.378,0.034
hsa-miR-151a-3p,PKIA,,-0.378,0.034
hsa-miR-106a-5p,DAZAP2,,-0.377,0.036
hsa-miR-106b-5p,HIVEP3,,-0.377,0.036
hsa-miR-182-5p,NMT1,,-0.376,0.036
hsa-miR-92a-3p,CHST1,MIRT760617,-0.376,0.036
hsa-miR-19a-3p,SCN1B,,-0.376,0.036
hsa-miR-17-5p,PRKACB,MIRT080176,-0.376,0.036
hsa-miR-96-5p,ZEB1,MIRT054654,-0.376,0.036
hsa-miR-330-5p,NGFR,,-0.376,0.036
hsa-miR-30b-5p,MAP4K4,,-0.375,0.036
hsa-miR-96-5p,BACH2,,-0.375,0.036
hsa-miR-21-5p,NFIA,MIRT437773,-0.375,0.037
hsa-miR-93-5p,NCEH1,,-0.374,0.037
hsa-miR-106b-5p,SALL1,,-0.374,0.037
hsa-miR-96-5p,PRRG1,,-0.374,0.037
hsa-miR-200c-3p,FAM241A,,-0.374,0.037
hsa-miR-33a-5p,NOVA1,,-0.374,0.037
hsa-miR-17-5p,RASGRF2,,-0.373,0.037
hsa-miR-106b-5p,PURA,MIRT007004,-0.373,0.037
hsa-miR-96-5p,TNS1,,-0.373,0.037
hsa-miR-106b-5p,NEK9,,-0.373,0.037
hsa-miR-200b-3p,KSR1,,-0.373,0.037
hsa-miR-141-3p,WIPF1,,-0.373,0.037
hsa-miR-30b-5p,PHF6,,-0.373,0.037
hsa-let-7e-5p,CD200R1,,-0.372,0.037
hsa-miR-141-3p,SYNPO2,,-0.372,0.037
hsa-miR-128-3p,IGF1,MIRT733519,-0.372,0.037
hsa-miR-424-5p,PLEKHA5,,-0.372,0.037
hsa-miR-141-3p,FOXP1,,-0.372,0.037
hsa-miR-182-5p,BCL11B,,-0.372,0.037
hsa-miR-193b-3p,ARHGAP19,MIRT016589,-0.372,0.037
hsa-miR-96-5p,ZC3H12C,,-0.371,0.038
hsa-miR-106b-5p,PCDHA6,,-0.371,0.038
hsa-miR-18a-5p,CREBL2,MIRT031360,-0.37,0.038
hsa-miR-93-5p,RPS6KA2,,-0.37,0.038
hsa-miR-106a-5p,PRRG1,,-0.37,0.038
hsa-miR-200b-3p,NEGR1,,-0.37,0.038
hsa-miR-182-5p,MEOX1,,-0.37,0.038
hsa-miR-30b-5p,TIA1,,-0.37,0.038
hsa-miR-33a-5p,RLIM,,-0.37,0.038
hsa-miR-30b-5p,SLC35B4,,-0.37,0.038
hsa-miR-182-5p,FGF14,,-0.37,0.038
hsa-miR-128-3p,RAB27A,,-0.37,0.039
hsa-miR-33a-5p,NRIP1,,-0.369,0.039
hsa-miR-24-3p,SESN1,MIRT030465,-0.369,0.039
hsa-miR-29b-3p,FKBP14,,-0.368,0.039
hsa-miR-96-5p,PTPRQ,,-0.368,0.039
hsa-miR-29b-3p,GPX7,,-0.368,0.039
hsa-miR-182-5p,ANKRD44,,-0.368,0.039
hsa-miR-148a-3p,MOSPD1,,-0.368,0.04
hsa-miR-106b-5p,IL6ST,,-0.368,0.04
hsa-let-7e-5p,CD86,,-0.368,0.04
hsa-miR-96-5p,TNFAIP8,,-0.367,0.04
hsa-miR-106a-5p,JAK1,,-0.367,0.04
hsa-miR-429,NEK10,,-0.366,0.041
hsa-miR-497-5p,GDI2,,-0.366,0.042
hsa-miR-96-5p,LMOD1,,-0.366,0.042
hsa-miR-106b-5p,FBXO39,,-0.366,0.042
hsa-miR-141-3p,PLXNA4,,-0.366,0.042
hsa-miR-24-3p,SSTR1,,-0.365,0.042
hsa-miR-195-5p,DCUN1D5,,-0.365,0.042
hsa-miR-20a-5p,RASGRF2,,-0.365,0.042
hsa-let-7g-5p,ACER3,,-0.365,0.042
hsa-miR-106b-5p,PDE1B,,-0.365,0.042
hsa-miR-200b-3p,ETS1,MIRT003783,-0.365,0.042
hsa-miR-93-5p,SLC46A3,,-0.365,0.042
hsa-miR-96-5p,ASTN1,,-0.364,0.042
hsa-miR-148a-3p,ARPP19,,-0.364,0.042
hsa-miR-106a-5p,ARHGEF3,,-0.364,0.042
hsa-miR-18a-5p,PRKACB,,-0.364,0.042
hsa-miR-106a-5p,SESN3,MIRT565702,-0.364,0.043
hsa-miR-96-5p,CREBRF,,-0.364,0.043
hsa-miR-106a-5p,ATXN1,MIRT549258,-0.364,0.043
hsa-miR-106a-5p,RBL2,MIRT143571,-0.364,0.043
hsa-miR-106a-5p,CYBRD1,,-0.363,0.044
hsa-miR-106a-5p,ZNF385A,MIRT532925,-0.363,0.044
hsa-miR-128-3p,PCDH9,,-0.362,0.044
hsa-miR-19b-3p,DIPK1A,,-0.362,0.044
hsa-miR-30b-5p,SLC38A1,,-0.362,0.045
hsa-miR-27a-3p,IGF1,MIRT006431,-0.362,0.045
hsa-miR-30b-5p,ITSN1,,-0.362,0.045
hsa-miR-96-5p,TCF4,,-0.361,0.045
hsa-miR-378c,HSPA12A,,-0.361,0.045
hsa-miR-106a-5p,LRCH1,,-0.361,0.045
hsa-miR-30b-5p,SMARCD2,,-0.361,0.045
hsa-miR-106b-5p,CCND2,MIRT005862,-0.36,0.047
hsa-miR-33a-5p,SYT11,,-0.36,0.047
hsa-miR-150-5p,SH3BP5L,,-0.36,0.047
hsa-miR-106b-5p,CORO2B,,-0.36,0.047
hsa-miR-25-3p,KLF2,,-0.359,0.047
hsa-miR-429,SCN8A,,-0.359,0.048
hsa-miR-200b-3p,KCND3,,-0.359,0.048
hsa-miR-25-3p,ATXN1,,-0.359,0.048
hsa-miR-106b-5p,LRCH1,,-0.358,0.048
hsa-miR-141-3p,YPEL5,,-0.358,0.048
hsa-miR-224-5p,CDS2,,-0.358,0.048
hsa-miR-106a-5p,TMEM50B,,-0.358,0.048
hsa-miR-106a-5p,FNDC3A,,-0.358,0.049
hsa-miR-106b-5p,CAMTA2,,-0.358,0.049
hsa-miR-224-5p,LIMD1,,-0.358,0.049
hsa-miR-182-5p,HDAC9,,-0.357,0.049
hsa-miR-30b-5p,PACRGL,,-0.357,0.049
hsa-miR-224-5p,OPCML,,-0.357,0.049
hsa-miR-29b-3p,UNC13B,,-0.357,0.049
hsa-miR-18a-5p,ATXN1,,-0.356,0.05
hsa-miR-30b-5p,B4GALT5,MIRT568345,-0.356,0.05
hsa-miR-125b-5p,DNAL4,,-0.356,0.05
hsa-miR-20a-5p,PRKACB,MIRT080178,-0.356,0.05
hsa-miR-148a-3p,DYNLL2,MIRT025997,-0.356,0.05
hsa-miR-106b-5p,TGFBR2,MIRT091689,-0.356,0.05
hsa-miR-30b-5p,DHX36,,-0.356,0.05
